Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
RNAA.SG01NAC34B0119LL2,2021.03,626,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Owner-Occupied Property Operation,,,Dollars,6
RNAA.SG01NAC34B0119LL2,2022.03,669,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Owner-Occupied Property Operation,,,Dollars,6
RNAA.SG01NAC34B0119LL2,2023.03,755,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Owner-Occupied Property Operation,,,Dollars,6
RNAA.SG01NAC34B0119MN1,2000.03,84,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2001.03,85,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2002.03,96,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2003.03,110,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2004.03,122,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2005.03,135,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2006.03,149,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2007.03,185,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2008.03,185,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2009.03,224,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2010.03,234,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2011.03,245,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2012.03,231,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2013.03,237,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2014.03,265,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2015.03,265,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2016.03,291,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2017.03,302,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2018.03,336,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2019.03,373,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2020.03,360,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2021.03,391,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2022.03,441,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN1,2023.03,475,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,"Professional, Scientific, and Technical Services",,,Dollars,6
RNAA.SG01NAC34B0119MN2,2000.03,29,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2001.03,30,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2002.03,32,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2003.03,32,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2004.03,38,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2005.03,44,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2006.03,52,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2007.03,64,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2008.03,71,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2009.03,72,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2010.03,74,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2011.03,75,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2012.03,84,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2013.03,90,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2014.03,102,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2015.03,103,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2016.03,117,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2017.03,118,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2018.03,126,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2019.03,135,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2020.03,144,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2021.03,158,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2022.03,161,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119MN2,2023.03,182,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Administrative and Support Services,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2000.03,45,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2001.03,47,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2002.03,49,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2003.03,54,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2004.03,55,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2005.03,59,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2006.03,65,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2007.03,66,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2008.03,71,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2009.03,71,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2010.03,73,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2011.03,74,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2012.03,79,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2013.03,81,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2014.03,82,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2015.03,84,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2016.03,91,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2017.03,98,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2018.03,104,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2019.03,126,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2020.03,133,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2021.03,149,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2022.03,148,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119OOZ,2023.03,161,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Public Administration and Safety,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2000.03,78,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2001.03,77,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2002.03,77,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2003.03,85,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2004.03,88,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2005.03,94,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2006.03,97,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2007.03,93,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2008.03,97,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2009.03,129,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2010.03,137,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2011.03,143,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2012.03,152,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2013.03,161,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2014.03,162,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2015.03,167,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2016.03,161,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2017.03,171,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2018.03,173,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2019.03,182,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2020.03,219,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2021.03,216,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2022.03,217,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119PP1,2023.03,242,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2000.03,107,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2001.03,108,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2002.03,123,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2003.03,131,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2004.03,146,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2005.03,163,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2006.03,182,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2007.03,196,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2008.03,227,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2009.03,248,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2010.03,271,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2011.03,266,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2012.03,272,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2013.03,286,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2014.03,294,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2015.03,324,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2016.03,309,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2017.03,324,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2018.03,356,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2019.03,369,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2020.03,407,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2021.03,471,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2022.03,515,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119QQ1,2023.03,550,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2000.03,1900,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2001.03,2035,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2002.03,2219,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2003.03,2300,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2004.03,2481,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0119ZZ9,2005.03,2661,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Tasman/Nelson,Total All Industries,,,Dollars,6
